Product Name,Generic Name,Company,Category,Strength,Pack Size,MRP,Selling Price,Stock,Batch Number,Expiry Date,Image URL
Cefotil,Cefuroxime,"Square Pharmaceuticals PLC, Pabna",Powder For Suspension,125 mg/5 ml,,,,,,,
Cefdir,Cefdinir,"Square Pharmaceuticals PLC, Pabna",Powder For Suspension,125 mg/5 ml,,,,,,,
Levocar,Levocarnitine,"Square Pharmaceuticals PLC, Pabna",Solution,10 gm/100 ml,,,,,,,
Otetra-Vet LA,Oxytetracycline,"Square Pharmaceuticals PLC, Pabna",Injection,200 mg/ml,,,,,,,
Otetra Vet,Oxytetracycline,"Square Pharmaceuticals PLC, Pabna",Injection,10 gm/100 ml,,,,,,,
Otetra,Oxytetracycline,"Square Pharmaceuticals PLC, Pabna",Bolus,500 mg,,,,,,,
Sq Cycline,Oxytetracycline,"Square Pharmaceuticals PLC, Pabna",Capsule,250 mg,,,,,,,
Afun,Clotrimazole,"Square Pharmaceuticals PLC, Pabna",Vaginal Tablet,500 mg,,,,,,,
Cefotil,Cefuroxime,"Square Pharmaceuticals PLC, Pabna",Tablet,125 mg,,,,,,,
Cefotil,Cefuroxime,"Square Pharmaceuticals PLC, Pabna",Tablet,250 mg,,,,,,,
Oxilar,Raloxifene Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,60 mg,,,,,,,
Tos,Pioglitazone,"Square Pharmaceuticals PLC, Pabna",Tablet,15 mg,,,,,,,
Moxodin 0.4,Moxonidine,"Square Pharmaceuticals PLC, Pabna",Tablet,.4 mg,,,,,,,
Viglita,Vildagliptin,"Square Pharmaceuticals PLC, Pabna",Tablet,50 mg,,,,,,,
Susten 30,Dapoxetine,"Square Pharmaceuticals PLC, Pabna",Tablet,30 mg,,,,,,,
Susten 60,Dapoxetine,"Square Pharmaceuticals PLC, Pabna",Tablet,60 mg,,,,,,,
Entacyd,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,"Square Pharmaceuticals PLC, Pabna",Tablet,400 mg + 400 mg + 30 mg,,,,,,,
Nelvir,Nelfinavir,"Square Pharmaceuticals PLC, Pabna",Tablet,250 mg,,,,,,,
Cefotil,Cefuroxime,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg,,,,,,,
Antista,Chlorpheniramine Maleate,"Square Pharmaceuticals PLC, Pabna",Tablet,4 mg,,,,,,,
Repran,Repaglinide,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg,,,,,,,
Dotfix 2 Tablet,Dotinurad,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg,,,,,,,
Angilock,Losartan Potassium,"Square Pharmaceuticals PLC, Pabna",Tablet,50 mg,,,,,,,
Cadnyl,Perindopril Erbumine,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg,,,,,,,
Cadnyl,Perindopril Erbumine,"Square Pharmaceuticals PLC, Pabna",Tablet,4 mg,,,,,,,
Secrin,Glimepiride,"Square Pharmaceuticals PLC, Pabna",Tablet,4 mg,,,,,,,
Secrin,Glimepiride,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg,,,,,,,
Xripa,Nefopam Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,30 mg,,,,,,,
Comet,Metformin Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg,,,,,,,
Comet,Metformin Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg,,,,,,,
Sulcolon,Sulfasalazine,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg,,,,,,,
Virux HC,Acyclovir + Hydrocortisone,"Square Pharmaceuticals PLC, Pabna",Cream,5 gm + 1 gm/100 gm,,,,,,,
B 50,Calcium d-Pantothenate + DL-Methionine + Inositol + Nicominamide + Vitamin,"Square Pharmaceuticals PLC, Pabna",Injection,B1 + Vitamin B12 + Vitamin B2 + Vitamin B6  10 mg + 5 mg + 2 mg + 100 mg + 50 mg + 2 mcg + 5 mg + 5 mg/ml,,,,,,,
Comet,Metformin Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Xr Tablet,750 mg,,,,,,,
Betamin Vet,Ascorbic Acid + Betaine + Calcium Chloride Dihydrate + Magnesium Chloride Hexahydrate + Potassium Chloride + Sodium Chloride,"Square Pharmaceuticals PLC, Pabna",Oral Solution,9 gm + 25 gm + 4 gm + 400 mg + 200 mg + 2 gm/100 ml,,,,,,,
Norflash,Paroxetine,"Square Pharmaceuticals PLC, Pabna",Capsule,7.5 mg,,,,,,,
Lerozol,Letrozole,"Square Pharmaceuticals PLC, Pabna",Tablet,2.5 mg,,,,,,,
Nixalo,Alprazolam,"Square Pharmaceuticals PLC, Pabna",Tablet,.25 mg,,,,,,,
Levocar,Levocarnitine,"Square Pharmaceuticals PLC, Pabna",Tablet,330 mg,,,,,,,
Calboplex,Boron + Calcium + Copper + Magnesium + Manganese + Vitamin D + Zinc,"Square Pharmaceuticals PLC, Pabna",Tablet,250 mcg + 600 mg + 1 mg + 40 mg + 1.8 mg + 200 IU + 7 mg,,,,,,,
Bisocor Plus,Bisoprolol Hemifumarate + Hydrochlorothiazide,"Square Pharmaceuticals PLC, Pabna",Tablet,2.5 mg + 6.25 mg,,,,,,,
Bisocor Plus,Bisoprolol Hemifumarate + Hydrochlorothiazide,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg + 6.25 mg,,,,,,,
Bromolac,Bromocriptine,"Square Pharmaceuticals PLC, Pabna",Tablet,2.5 mg,,,,,,,
Zifolet,Folic Acid + Zinc,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg + 20 mg,,,,,,,
Cardipro,Atenolol + Chlorthalidone,"Square Pharmaceuticals PLC, Pabna",Tablet,50 mg + 25 mg,,,,,,,
Sedil,Diazepam,"Square Pharmaceuticals PLC, Pabna",Injection,10 mg/2 ml,,,,,,,
Climycin,Clindamycin,"Square Pharmaceuticals PLC, Pabna",Injection,300 mg/2 ml,,,,,,,
Fusid,Frusemide,"Square Pharmaceuticals PLC, Pabna",Injection,20 mg/2 ml,,,,,,,
Inomin,Dobutamine,"Square Pharmaceuticals PLC, Pabna",Injection,250 mg/20 ml,,,,,,,
Nexum,Esomeprazole,"Square Pharmaceuticals PLC, Pabna",Capsule,20 mg,,,,,,,
Ripril,Hydrochlorothiazide + Ramipril,"Square Pharmaceuticals PLC, Pabna",Tablet,12.5 mg + 2.5 mg,,,,,,,
Flindof 400,Doxophylline,"Square Pharmaceuticals PLC, Pabna",Tablet,400 mg,,,,,,,
Torsid 20,Torasemide,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg,,,,,,,
Nidipine,Nifedipine,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg,,,,,,,
Oxat,Paroxetine,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg,,,,,,,
Nexum,Esomeprazole,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg,,,,,,,
Secrin,Glimepiride,"Square Pharmaceuticals PLC, Pabna",Tablet,3 mg,,,,,,,
Rutix,Ofloxacin,"Square Pharmaceuticals PLC, Pabna",Tablet,400 mg,,,,,,,
B 50,D-Panthenol + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin,"Square Pharmaceuticals PLC, Pabna",Injection,B1  5 mg + 100 mg + 10 mg + 4 mg + 50 mg/2 ml,,,,,,,
Babcop Vet,Diminazine Aceturate + Phenazone,"Square Pharmaceuticals PLC, Pabna",Injection,7 gm + 37.5 gm/100 ml,,,,,,,
Sonap,Naproxen,"Square Pharmaceuticals PLC, Pabna",Gel,10 gm/100 gm,,,,,,,
Oxifun,Oxiconazole,"Square Pharmaceuticals PLC, Pabna",Lotion,1 gm/100 ml,,,,,,,
Filwel Teen Hr,Biotin + Calcium + Chromium + Copper + Folic Acid + Iron + Magnesium + Manganese + Niacin + Pantothenic acid + Riboflavin + Selenium + Thiamine + Vitamin A + Vitamin,"Square Pharmaceuticals PLC, Pabna",Tablet,B12 + Vitamin B6 + Vitamin C + Vitamin D + Vitamin E + Vitamin K + Zinc  300 mcg + 300 mg + 120 mcg + 2 mg + 400 mcg + 18 mg + 50 mg + 2 mg + 30 mg + 10 mg + 2.6 mg + 20 mcg + 2.3 mg + 2500 IU + 9 mcg + 3 mg + 120 mg + 800 IU + 30 IU + 25 mcg + 15 mg,,,,,,,
Purotrol,Levocetrizine Dihydrochloride,"Square Pharmaceuticals PLC, Pabna",Oral Solution,500 mcg/ml,,,,,,,
Temlo,Timolol Maleate,"Square Pharmaceuticals PLC, Pabna",Eye Drops,0.25%,,,,,,,
Kop,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Gel,25 mg/gm,,,,,,,
Seclo DR 40,Omeprazole,"Square Pharmaceuticals PLC, Pabna",Dr Tablet,40 mg,,,,,,,
Seclo,Omeprazole,"Square Pharmaceuticals PLC, Pabna",Capsule,40 mg,,,,,,,
Evit,Vitamin E,"Square Pharmaceuticals PLC, Pabna",Capsule,200 IU,,,,,,,
Emoli,Benzalkonium Chloride + Chlorhexidine Hydrochloride + Isopropyl Myristate + Liquid Paraffin,"Square Pharmaceuticals PLC, Pabna",Lotion,100 mg + 100 mg + 2.5 gm + 2.5 gm/100 gm,,,,,,,
Luraprex 40,Lurasidone Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,40 mg,,,,,,,
Calbo,Calcium Carbonate + Calcium Lactate Gluconate + Vitamin C,"Square Pharmaceuticals PLC, Pabna",Tablet,327 mg + 1 gm + 500 mg,,,,,,,
Filwel Teen Hm,Biotin + Calcium + Chromium + Copper + Folic Acid + Iron + Magnesium + Manganese + Niacin + Pantothenic acid + Riboflavin + Selenium + Thiamine + Vitamin A + Vitamin,"Square Pharmaceuticals PLC, Pabna",Tablet,B12 + Vitamin B6 + Vitamin C + Vitamin D + Vitamin E + Vitamin K + Zinc  300 mcg + 200 mg + 120 mcg + 2 mg + 400 mcg + 9 mg + 100 mg + 2 mg + 30 mg + 10 mg + 4.2 mg + 20 mcg + 3.75 mg + 2500 IU + 15 mcg + 5 mg + 120 mg + 400 IU + 30 IU + 25 mcg + 15 mg,,,,,,,
Anzitor EZ 20/10,Atorvastatin + Ezetimibe,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg + 10 mg,,,,,,,
Mucospel-Vet,Bromhexine Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Powder,10 mg/gm,,,,,,,
Oxifun,Oxiconazole,"Square Pharmaceuticals PLC, Pabna",Cream,1 gm/100 gm,,,,,,,
Hempro Vet,Iron (Iii) Hydroxide Dextran Complex,"Square Pharmaceuticals PLC, Pabna",Injection,20 gm/100 ml,,,,,,,
Camlodin,Amlodipine,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Sensimet,Metformin Hydrochloride + Rosiglitazone,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg + 1 mg,,,,,,,
Oxapro,Escitalopram,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Peridol,Haloperidol,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Tazid,Ceftazidime,"Square Pharmaceuticals PLC, Pabna",IV/IM Injection,250 mg/vial,,,,,,,
Suev,Atomoxetine,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Oxapro,Escitalopram,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Sinopril,Lisinopril,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Sinopril,Lisinopril,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Calbo,Calcium + Vitamin,"Square Pharmaceuticals PLC, Pabna",Tablet,D3  500 mg + 200 IU,,,,,,,
Vasopril,Enalapril Maleate,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Cholinor,Ezetimibe,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Camlodin,Amlodipine,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Mucospel,Bromhexine Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,8 mg,,,,,,,
Vasopril,Enalapril Maleate,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Esordin,Isosorbide Dinitrate,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Orogel,Benzocaine,"Square Pharmaceuticals PLC, Pabna",Gel,200 mg,,,,,,,
Genacyn,Gentamicin,"Square Pharmaceuticals PLC, Pabna",Eye and Ear Drops,300 mg/100 ml,,,,,,,
Nebanol,Bacitracin Zinc + Neomycin Sulphate + Polymixin B Sulphate,"Square Pharmaceuticals PLC, Pabna",Ointment,400 IU + 3.5 mg + 5000 IU/gm,,,,,,,
Enocom,Gramicidin + Neomycin Sulphate + Nystatin + Triamcinolone Acetonide,"Square Pharmaceuticals PLC, Pabna",Cream,25 mg + 250 mg + 100 Lac IU + 100 mg/100 gm,,,,,,,
Stronel,Strontium Renalate,"Square Pharmaceuticals PLC, Pabna",Sachet,2 gm,,,,,,,
Bucain,Bupivacaine,"Square Pharmaceuticals PLC, Pabna",Injection,2.5 mg/5ml,,,,,,,
Genacyn-Vet,Gentamicin,"Square Pharmaceuticals PLC, Pabna",Injection,100 mg/ml,,,,,,,
Oxadel 300 IV Infusion,Delafloxacin,"Square Pharmaceuticals PLC, Pabna",Injection,300 mg/vial,,,,,,,
Kop,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Capsule,200 mg,,,,,,,
D-Balance 40000 IU Licap,Cholecalciferol (Vit.,"Square Pharmaceuticals PLC, Pabna",Capsule,D3)  40000 IU,,,,,,,
Xenole,Esomeprazole + Naproxen,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg + 500 mg,,,,,,,
Valmor 50,Sacubitril + Valsartan,"Square Pharmaceuticals PLC, Pabna",Tablet,24 mg + 26 mg,,,,,,,
Esrufen,Ibuprofen,"Square Pharmaceuticals PLC, Pabna",Tablet,200 mg,,,,,,,
Evit,Vitamin E,"Square Pharmaceuticals PLC, Pabna",Tablet,200 mg,,,,,,,
Evit,Vitamin E,"Square Pharmaceuticals PLC, Pabna",Tablet,200 mg,,,,,,,
Esloric,Allopurinol,"Square Pharmaceuticals PLC, Pabna",Tablet,300 mg,,,,,,,
Genacyn,Gentamicin,"Square Pharmaceuticals PLC, Pabna",Injection,80 mg/2 ml,,,,,,,
D-Balance,Cholecalciferol (Vit.,"Square Pharmaceuticals PLC, Pabna",Injection,D3)  5 mg/ml,,,,,,,
Seclo,Omeprazole,"Square Pharmaceuticals PLC, Pabna",Injection,40 mg/vial,,,,,,,
Peridol,Haloperidol,"Square Pharmaceuticals PLC, Pabna",Injection,5 mg/ml,,,,,,,
Kop,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Suppository,100 mg,,,,,,,
Kop,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Capsule,100 mg,,,,,,,
D-Balance 2000 IU Licap,Cholecalciferol (Vit.,"Square Pharmaceuticals PLC, Pabna",Capsule,D3)  2000 IU,,,,,,,
Relatro 25,Dantrolene Sodium,"Square Pharmaceuticals PLC, Pabna",Capsule,25 mg,,,,,,,
Methicol,Mecobalamin,"Square Pharmaceuticals PLC, Pabna",Tablet,.5 mg,,,,,,,
Xenole,Esomeprazole + Naproxen,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg + 375 mg,,,,,,,
Epitra,Clonazepam,"Square Pharmaceuticals PLC, Pabna",Tablet,1 mg,,,,,,,
Tazid,Ceftazidime,"Square Pharmaceuticals PLC, Pabna",IV/IM Injection,500 mg/vial,,,,,,,
Peridol,Haloperidol,"Square Pharmaceuticals PLC, Pabna",Tablet,.5 mg,,,,,,,
Prazolok 1,Prazosin,"Square Pharmaceuticals PLC, Pabna",Tablet,1 mg,,,,,,,
Vigorex,Sildenafil,"Square Pharmaceuticals PLC, Pabna",Tablet,100 mg,,,,,,,
Levostar,Levosalbutamol,"Square Pharmaceuticals PLC, Pabna",Tablet,1 mg,,,,,,,
Epitra,Clonazepam,"Square Pharmaceuticals PLC, Pabna",Tablet,.5 mg,,,,,,,
Siglita,Sitagliptin,"Square Pharmaceuticals PLC, Pabna",Tablet,100 mg,,,,,,,
Isovent 100,Misoprostol,"Square Pharmaceuticals PLC, Pabna",Tablet,100 mcg,,,,,,,
Esloric,Allopurinol,"Square Pharmaceuticals PLC, Pabna",Tablet,100 mg,,,,,,,
Ticstop 25 Tablet,Tetrabenazine,"Square Pharmaceuticals PLC, Pabna",Tablet,25 mg,,,,,,,
Kop,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Tablet,100 mg,,,,,,,
Vigorex 25,Sildenafil,"Square Pharmaceuticals PLC, Pabna",Tablet,25 mg,,,,,,,
Rezulin,Metformin Hydrochloride + Pioglitazone,"Square Pharmaceuticals PLC, Pabna",Tablet,850 mg + 15 mg,,,,,,,
Nebanol,Bacitracin Zinc + Neomycin Sulphate,"Square Pharmaceuticals PLC, Pabna",Ointment,500 IU + 5 mg/gm,,,,,,,
Eczena,Diflorasone Diacetate,"Square Pharmaceuticals PLC, Pabna",Cream,.05 gm/100 gm,,,,,,,
Eczena,Diflorasone Diacetate,"Square Pharmaceuticals PLC, Pabna",Ointment,.05 gm/100 gm,,,,,,,
Penrif,Menthol + Methyl Salicylate,"Square Pharmaceuticals PLC, Pabna",Cream,8 gm + 30 gm/100 gm,,,,,,,
Cotra,Chlortetracycline Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Powder,20 gm/100 gm,,,,,,,
Orogel,Benzocaine,"Square Pharmaceuticals PLC, Pabna",Oral Dental Gel,20 gm/100 gm,,,,,,,
D-Balance 20000 IU Licap,Cholecalciferol (Vit.,"Square Pharmaceuticals PLC, Pabna",Capsule,D3)  20000 IU,,,,,,,
Valmor 100,Sacubitril + Valsartan,"Square Pharmaceuticals PLC, Pabna",Tablet,49 mg + 51 mg,,,,,,,
Levostar,Levosalbutamol,"Square Pharmaceuticals PLC, Pabna",Syrup,1 mg/5 ml,,,,,,,
Tazid,Ceftazidime,"Square Pharmaceuticals PLC, Pabna",IV/IM Injection,1 gm/vial,,,,,,,
Ketoprofen,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Pellets,700 gm/KG,,,,,,,
Epinal,Phenobarbitone,"Square Pharmaceuticals PLC, Pabna",Elixir,20 mg/5 ml,,,,,,,
Systalin,Acetylcysteine,"Square Pharmaceuticals PLC, Pabna",Dispersible Tablet,600 mg,,,,,,,
Genacyn,Gentamicin,"Square Pharmaceuticals PLC, Pabna",Ointment,100 mg/100 gm,,,,,,,
Force,Cefpirome,"Square Pharmaceuticals PLC, Pabna",Injection,2 gm/vial,,,,,,,
Genacyn,Gentamicin,"Square Pharmaceuticals PLC, Pabna",Injection,50 mg/ml,,,,,,,
Levostar,Levosalbutamol,"Square Pharmaceuticals PLC, Pabna",Aerosol Inhalation,50 mcg/Metered Inhalation,,,,,,,
Evit,Vitamin E,"Square Pharmaceuticals PLC, Pabna",Capsule,400 IU,,,,,,,
Oxadel,Delafloxacin,"Square Pharmaceuticals PLC, Pabna",Tablet,450 mg,,,,,,,
Esrufen,Ibuprofen,"Square Pharmaceuticals PLC, Pabna",Tablet,600 mg,,,,,,,
Tryptin Plus,Amitriptyline Hydrochloride + Chlordiazepoxide,"Square Pharmaceuticals PLC, Pabna",Tablet,12.5 mg + 5 mg,,,,,,,
Genacyn,Gentamicin,"Square Pharmaceuticals PLC, Pabna",Eye Ointment,300 mg/100 gm,,,,,,,
Plan A Gel,Citric Acid Anhydrous + Lactic Acid + Potassium Bitartrate,"Square Pharmaceuticals PLC, Pabna",Gel,1 gm + 1.8 gm + 400 mg,,,,,,,
Epitra Oral Drops,Clonazepam,"Square Pharmaceuticals PLC, Pabna",Paediatric Drops,2.5 mg/ml,,,,,,,
Psorix,Tazarotene,"Square Pharmaceuticals PLC, Pabna",Cream,1 mg/gm,,,,,,,
Penrif,Menthol + Methyl Salicylate,"Square Pharmaceuticals PLC, Pabna",Cream,10 gm + 15 gm/100 gm,,,,,,,
Nebanol,Bacitracin Zinc + Neomycin Sulphate,"Square Pharmaceuticals PLC, Pabna",Powder,250 IU + 5 mg/gm,,,,,,,
Sonap,Naproxen,"Square Pharmaceuticals PLC, Pabna",Suppository,500 mg,,,,,,,
Sonap,Naproxen,"Square Pharmaceuticals PLC, Pabna",Tablet,250 mg,,,,,,,
Siglita 50,Sitagliptin,"Square Pharmaceuticals PLC, Pabna",Tablet,50 mg,,,,,,,
Epinal,Phenobarbitone,"Square Pharmaceuticals PLC, Pabna",Tablet,60 mg,,,,,,,
Epinal,Phenobarbitone,"Square Pharmaceuticals PLC, Pabna",Tablet,30 mg,,,,,,,
Kop,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Tablet,50 mg,,,,,,,
Sonap,Naproxen,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg,,,,,,,
Epitra,Clonazepam,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg,,,,,,,
Prazolok 2,Prazosin,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg,,,,,,,
Vigorex 50,Sildenafil,"Square Pharmaceuticals PLC, Pabna",Tablet,50 mg,,,,,,,
Levostar,Levosalbutamol,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg,,,,,,,
Isovent 200,Misoprostol,"Square Pharmaceuticals PLC, Pabna",Tablet,200 mcg,,,,,,,
Nimocal,Nimodipine,"Square Pharmaceuticals PLC, Pabna",Tablet,30 mg,,,,,,,
Mucospel,Bromhexine Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Syrup,4 mg/5 ml,,,,,,,
Zox,Nitazoxanide,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg,,,,,,,
Dumeg 500,Imeglimin Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg,,,,,,,
Peridol,Haloperidol,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg,,,,,,,
Zox,Nitazoxanide,"Square Pharmaceuticals PLC, Pabna",Powder For Suspension,100 mg/5 ml,,,,,,,
Calbo-D,Calcium + Vitamin,"Square Pharmaceuticals PLC, Pabna",Sachet,D3  500 mg + 440 IU,,,,,,,
Methicol,Mecobalamin,"Square Pharmaceuticals PLC, Pabna",Injection,.5 mg/ml,,,,,,,
D-Balance,Cholecalciferol (Vit.,"Square Pharmaceuticals PLC, Pabna",Oral Solution,D3)  2000 IU/ml,,,,,,,
Temlo,Timolol Maleate,"Square Pharmaceuticals PLC, Pabna",Eye Drops,0.50%,,,,,,,
Entacyd,Aluminium Hydroxide + Magnesium Hydroxide,"Square Pharmaceuticals PLC, Pabna",Tablet,250 mg + 400 mg,,,,,,,
Rezulin,Metformin Hydrochloride + Pioglitazone,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg + 15 mg,,,,,,,
Esrufen,Ibuprofen,"Square Pharmaceuticals PLC, Pabna",Suspension,100 mg/5 ml,,,,,,,
Anzitor EZ 10/10 Tablet,Atorvastatin + Ezetimibe,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg + 10 mg,,,,,,,
Amprium Vet Powder,Amprolium,"Square Pharmaceuticals PLC, Pabna",Powder,20%,,,,,,,
Genacyn,Gentamicin,"Square Pharmaceuticals PLC, Pabna",Injection,20 mg/2 ml,,,,,,,
Multivit-Vet,Dexpanthanol + Nicotinamide + Vitamin A + Vitamin,"Square Pharmaceuticals PLC, Pabna",Injection,B1 + Vitamin B12 + Vitamin B2 + Vitamin B3 + Vitamin B6 + Vitamin E  2.5 gm + 3.5 gm + 1500000 IU + 1 gm + 2.5 gm + .5 gm + 2.5 mg + .3 gm + 2 gm/100 ml,,,,,,,
Kop,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Injection,100 mg/2 ml,,,,,,,
Genacyn,Gentamicin,"Square Pharmaceuticals PLC, Pabna",Injection,20 mg/2 ml,,,,,,,
Ariprex,Aripiprazole,"Square Pharmaceuticals PLC, Pabna",Oral Solution,100 mg/100 ml,,,,,,,
Germicord Solution,Chlorhexidine Gluconate,"Square Pharmaceuticals PLC, Pabna",Solution,35.5 gm/100 ml,,,,,,,
Sepnil,Cetrimide + Chlorhexidine Gluconate,"Square Pharmaceuticals PLC, Pabna",Solution,3 gm + 300 mg/100 ml,,,,,,,
Flugal,Fluconazole,"Square Pharmaceuticals PLC, Pabna",Capsule,150 mg,,,,,,,
Comprid,Gliclazide,"Square Pharmaceuticals PLC, Pabna",Tablet,80 mg,,,,,,,
Telmiok plus 40/12,Hydrochlorothiazide + Telmisartan,"Square Pharmaceuticals PLC, Pabna",Tablet,12.5 mg + 40 mg,,,,,,,
Urso 150,Ursodeoxycholic Acid,"Square Pharmaceuticals PLC, Pabna",Tablet,150 mg,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Eye Drops,40 mg/ml,,,,,,,
Germitane,Chlorhexidine Gluconate,"Square Pharmaceuticals PLC, Pabna",Cream,1%,,,,,,,
EFO,Formoterol Fumarate,"Square Pharmaceuticals PLC, Pabna",Inhalation Capsule,12 mcg,,,,,,,
Deflacort 24,Deflazacort,"Square Pharmaceuticals PLC, Pabna",Tablet,24 mg,,,,,,,
Erisen-vet,Erythromycin Thiocyanate + Sulphadiazine + Trimethoprim,"Square Pharmaceuticals PLC, Pabna",Powder,18 gm + 15 gm + 3 gm/100 gm,,,,,,,
Uriten,Alfuzosin Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Er Tablet,10 mg,,,,,,,
Orostar Plus,Eucalypytol + Menthol + Methyl Salicylate + Sodium Fluoride + Thymol,"Square Pharmaceuticals PLC, Pabna",Mouth Wash,92 mg + 42 mg + 60 mg + 20 mg + 64 mg/100 ml,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Aerosol Inhalation,1 mg/Metered Inhalation,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Aerosol Inhalation,1 mg/Metered Inhalation,,,,,,,
Sq -Cycline,Oxytetracycline + Polymixin B Sulphate,"Square Pharmaceuticals PLC, Pabna",Eye Ointment,500 mg + 1 Lac IU/100 gm,,,,,,,
Pronor,Finasteride,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Refamid,Isoniazid + Rifampicin,"Square Pharmaceuticals PLC, Pabna",Tablet,100 mg + 150 mg,,,,,,,
Solider 10,Solifenacin Succinate,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Senalax,Sennosides,"Square Pharmaceuticals PLC, Pabna",Tablet,95 mg,,,,,,,
Sulprimvet,Sulphadiazine + Trimethoprim,"Square Pharmaceuticals PLC, Pabna",Suspension,40 gm + 8 gm/100 ml,,,,,,,
Zitrol,Glipizide,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Bisocor,Bisoprolol Hemifumarate,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Intimate,Tadalafil,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Angivent,Trimetazidine Dihydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,35 mg,,,,,,,
Linita,Linagliptin,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Solider 5,Solifenacin Succinate,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Intimate,Tadalafil,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Sultolin,Salbutamol,"Square Pharmaceuticals PLC, Pabna",Tablet,8 mg,,,,,,,
